District,Crop,Crop_Group,Production_MT,Rainfall_2020_mm,Rainfall_2021_mm,Avg_Rainfall_mm,Rabi_Rainfall,Kharif_Rainfall,Season,Water_Min,Water_Max,Temp_Min,Temp_Max,Soil_Type,District_Soil,District_Temp_Min,District_Temp_Max,Water_Score,Temp_Score,Soil_Score,Suitability_Score,Production_Log,Productivity_Score,ML_Prediction,Final_Score,Productivity_Class
Perambalur,gingelly,Oilseeds,337,1102.4,157.6,630.0,441.0,189.0,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,5.823045895483019,0.6061932828229069,0.065,0.5780000000000001,1
Ariyalur,sunflower,Oilseeds,1,1064.4,220.7,642.5500000000001,449.785,192.765,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.4751666666666669,1.0,1.0,0.7113416666666668,0.6931471805599453,0.05,0.0,0.42680500000000005,0
Pudukkottai,groundnut,Oilseeds,31264,947.6,191.1,569.35,398.545,170.805,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.13870000000000005,1.0,0.6,0.44628500000000004,10.350254540001398,0.7977388398050203,0.985,0.6617710000000001,2
Pudukkottai,gingelly,Oilseeds,646,947.6,191.1,569.35,398.545,170.805,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.8978333333333334,1.0,0.6,0.8638083333333334,6.472346294500901,0.6949071847329836,0.175,0.588285,1
Thanjavur,groundnut,Oilseeds,42712,968.1,278.6,623.35,436.345,187.005,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.24670000000000006,1.0,0.6,0.505685,10.662258602530038,0.8290374457272338,0.97,0.691411,2
Thanjavur,gingelly,Oilseeds,2729,968.1,278.6,623.35,436.345,187.005,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,7.912056888179006,0.8916148174090883,0.7,0.8320000000000001,2
Thanjavur,sunflower,Oilseeds,3,968.1,278.6,623.35,436.345,187.005,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.41116666666666674,1.0,1.0,0.6761416666666666,1.3862943611198906,0.10184768380901,0.005,0.40768499999999996,0
Tiruvarur,groundnut,Oilseeds,13518,1303.7,377.4,840.55,588.3849999999999,252.165,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.6810999999999999,1.0,0.6,0.744605,9.511851382364403,0.7136346463462863,0.885,0.800763,2
Tiruvarur,gingelly,Oilseeds,308,1303.7,377.4,840.55,588.3849999999999,252.165,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,5.733341276897746,0.5939369423892771,0.06,0.5760000000000001,1
Nagapattinam,groundnut,Oilseeds,11432,1430.1,322.7,876.4,613.4799999999999,262.92,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.7527999999999999,1.0,0.6,0.78404,9.34425918954197,0.6968226793600951,0.22,0.5584239999999999,1
Nagapattinam,gingelly,Oilseeds,1014,1430.1,322.7,876.4,613.4799999999999,262.92,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,6.922643891475888,0.7564313373575718,0.57,0.78,2
Madurai,groundnut,Oilseeds,5446,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.047,1.0,0.6,0.39585,8.602820277383675,0.6224454288237915,0.055,0.25950999999999996,1
Madurai,gingelly,Oilseeds,156,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.745,1.0,0.6,0.77975,5.056245805348308,0.5014254002161146,0.025,0.47785,1
Theni,groundnut,Oilseeds,5562,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.0345,1.0,0.6,0.388975,8.623892810075294,0.6245593144288464,0.065,0.25938500000000003,1
Theni,gingelly,Oilseeds,339,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.7241666666666666,1.0,0.6,0.7682916666666667,5.828945617610208,0.6069993617516735,0.05,0.48097500000000004,1
Dindigul,groundnut,Oilseeds,8926,959.4,194.4,576.9,403.83,173.07,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.15379999999999996,1.0,0.6,0.45459,9.09683567117936,0.6720024538336791,0.095,0.310754,1
Dindigul,gingelly,Oilseeds,166,959.4,194.4,576.9,403.83,173.07,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.9229999999999999,1.0,0.6,0.87765,5.117993812416755,0.5098620293179891,0.065,0.55259,1
Dindigul,sunflower,Oilseeds,194,959.4,194.4,576.9,403.83,173.07,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.25633333333333325,1.0,1.0,0.5909833333333333,5.272999558563747,0.6729412886164574,0.02,0.36258999999999997,1
Ramanathapuram,groundnut,Oilseeds,5735,860.2,239.8,550.0,385.0,165.0,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.1,1.0,0.6,0.425,8.654517382279456,0.6276314103790922,0.07,0.28300000000000003,1
Ramanathapuram,gingelly,Oilseeds,198,860.2,239.8,550.0,385.0,165.0,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.8333333333333334,1.0,0.6,0.8283333333333334,5.293304824724492,0.533814769795508,0.11,0.541,1
Virudhunagar,groundnut,Oilseeds,7955,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.9755,1.0,0.6,0.906525,8.981681639973862,0.6604508073139342,0.14,0.5999150000000001,1
Virudhunagar,gingelly,Oilseeds,333,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.6258333333333334,1.0,0.6,0.7142083333333334,5.811140992976701,0.6045667162062961,0.02,0.43652500000000005,1
Virudhunagar,sunflower,Oilseeds,1805,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.9755,1.0,1.0,0.9865250000000001,7.498869733976931,0.95,0.17,0.659915,2
Sivagangai,groundnut,Oilseeds,5886,1112.0,181.1,646.55,452.5849999999999,193.965,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.2930999999999999,1.0,0.6,0.5312049999999999,8.68050180902826,0.6302380313516983,0.025,0.32872299999999993,1
Sivagangai,gingelly,Oilseeds,61,1112.0,181.1,646.55,452.5849999999999,193.965,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,4.127134385045092,0.3744809234700875,0.03,0.5640000000000001,0
Tirunelveli,groundnut,Oilseeds,2119,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.392172277227723,1.0,0.6,0.5856947524752477,7.659171367666058,0.5277835352740337,0.015,0.3574168514851486,1
Tirunelveli,gingelly,Oilseeds,3,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,1.3862943611198906,0.05,0.02,0.56,0
Tenkasi,groundnut,Oilseeds,1518,790.2,148.1,469.15,328.40500000000003,140.745,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.9382999999999999,1.0,0.6,0.886065,7.325807502595773,0.4943422263469004,0.05,0.551639,1
Tenkasi,gingelly,Oilseeds,213,790.2,148.1,469.15,328.40500000000003,140.745,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.5638333333333333,1.0,0.6,0.6801083333333333,5.365976015021851,0.5437438332266717,0.05,0.428065,1
Thoothukudi,groundnut,Oilseeds,3119,568.1,162.2,365.15,255.605,109.545,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.7303,1.0,0.6,0.7716649999999999,8.045588280803528,0.5665468468410351,0.43,0.634999,1
Thoothukudi,gingelly,Oilseeds,306,568.1,162.2,365.15,255.605,109.545,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.2171666666666666,1.0,0.6,0.48944166666666666,5.726847747587197,0.5930497315956635,0.49,0.489665,1
Thoothukudi,sunflower,Oilseeds,1146,568.1,162.2,365.15,255.605,109.545,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.7303,1.0,1.0,0.8516649999999999,7.044905117129371,0.933296494739397,0.7,0.7909989999999998,2
Kanyakumari,groundnut,Oilseeds,10,1099.5,99.1,599.3,419.50999999999993,179.79,Kharif,500,1000,25,35,sandy,loam,19.75,33.0,0.19859999999999992,0.8,0.6,0.42923,2.3978952727983707,0.05,0.01,0.261538,0
Ariyalur,cotton,Commercial,17974,1064.4,220.7,642.5500000000001,449.785,192.765,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.9179285714285715,1.0,0.6,0.8748607142857144,9.796737182589249,0.8448339341632257,0.92,0.8929164285714286,2
Ariyalur,sugarcane,Commercial,440925,1064.4,220.7,642.5500000000001,449.785,192.765,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.42836666666666673,1.0,1.0,0.6856016666666667,12.996632339895395,0.8439626999871276,0.935,0.785361,2
Ariyalur,coconut,Commercial,20,1064.4,220.7,642.5500000000001,449.785,192.765,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.42836666666666673,1.0,1.0,0.6856016666666667,3.044522437723423,0.1795120440014959,0.005,0.413361,0
Chengalpattu,sugarcane,Commercial,75650,972.372277227723,172.5,572.4361386138614,400.705297029703,171.7308415841584,Annual,1500,2000,20,35,loam,loam,19.5,35.0,0.38162409240924094,1.0,1.0,0.6598932508250825,11.233885937899789,0.6695704474376225,0.215,0.48193595049504956,1
Chengalpattu,coconut,Commercial,136,972.372277227723,172.5,572.4361386138614,400.705297029703,171.7308415841584,Annual,1500,2000,25,35,loam,loam,19.5,35.0,0.38162409240924094,1.0,1.0,0.6598932508250825,4.919980925828125,0.4141096448443842,0.025,0.40593595049504955,1
Cuddalore,cotton,Commercial,14774,1323.4,342.2,832.8000000000001,582.96,249.84,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.22133333333333344,1.0,0.6,0.4917333333333334,9.6006918422743,0.8143167190198578,0.8,0.61504,2
Cuddalore,sugarcane,Commercial,1851533,1323.4,342.2,832.8000000000001,582.96,249.84,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.5552,1.0,1.0,0.75536,14.43152504265626,0.95,0.62,0.7012160000000001,2
Cuddalore,coconut,Commercial,191,1323.4,342.2,832.8000000000001,582.96,249.84,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.5552,1.0,1.0,0.75536,5.2574953720277815,0.4563286967884627,0.005,0.455216,1
Villupuram,cotton,Commercial,1016,1137.7,144.1,640.9,448.63,192.27,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.9155714285714286,1.0,0.6,0.8735642857142858,6.92461239604856,0.3977473067093254,0.115,0.5701385714285715,0
Villupuram,sugarcane,Commercial,1459147,1137.7,144.1,640.9,448.63,192.27,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.42726666666666663,1.0,1.0,0.6849966666666667,14.193363261702316,0.95,0.96,0.7949980000000001,2
Villupuram,coconut,Commercial,110,1137.7,144.1,640.9,448.63,192.27,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.42726666666666663,1.0,1.0,0.6849966666666667,4.709530201312334,0.3877847566209472,0.015,0.41699800000000004,0
Kallakurichi,cotton,Commercial,19833,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7751230551626593,1.0,0.6,0.7963176803394626,9.89515291574607,0.8601537275202836,0.97,0.8657906082036775,2
Kallakurichi,sugarcane,Commercial,2134721,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.361724092409241,1.0,1.0,0.6489482508250826,14.57384698539387,0.95,0.99,0.7853689504950496,2
Kallakurichi,coconut,Commercial,4173,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.361724092409241,1.0,1.0,0.6489482508250826,8.336630087637147,0.8414919096964728,0.855,0.7313689504950496,2
Vellore,cotton,Commercial,100,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.8129285714285713,1.0,0.6,0.8171107142857142,4.61512051684126,0.05,0.065,0.5162664285714286,0
Vellore,sugarcane,Commercial,140494,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.37936666666666663,1.0,1.0,0.6586516666666666,11.852927179934088,0.7308135147881997,0.95,0.775191,2
Vellore,coconut,Commercial,1099,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.37936666666666663,1.0,1.0,0.6586516666666666,7.003065458786462,0.6746788000053765,0.14,0.45119099999999995,1
Ranipet,cotton,Commercial,78,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7259801980198021,1.0,0.6,0.7692891089108912,4.3694478524670215,0.05,0.125,0.5115734653465347,0
Ranipet,sugarcane,Commercial,118590,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.33879075907590767,1.0,1.0,0.6363349174917492,11.68343587733749,0.7140453795567745,0.885,0.7358009504950496,2
Ranipet,coconut,Commercial,70,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.33879075907590767,1.0,1.0,0.6363349174917492,4.262679877041316,0.331889083816274,0.025,0.39180095049504954,0
Tirupathur,cotton,Commercial,14115,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7064801980198021,1.0,0.6,0.7585641089108912,9.55506418479516,0.807214132253236,0.98,0.8471384653465347,2
Tirupathur,sugarcane,Commercial,39263,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.32969075907590767,1.0,1.0,0.6313299174917493,10.578063347510636,0.6046885230261833,0.135,0.43279795049504954,1
Tirupathur,coconut,Commercial,773,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.32969075907590767,1.0,1.0,0.6313299174917493,6.651571873589727,0.6307111236628565,0.04,0.39479795049504957,1
Tiruvannamalai,cotton,Commercial,2184,1034.5,74.2,554.35,388.045,166.305,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7919285714285714,1.0,0.6,0.8055607142857143,7.68937110752969,0.5167927586111227,0.08,0.5153364285714286,1
Tiruvannamalai,sugarcane,Commercial,1057701,1034.5,74.2,554.35,388.045,166.305,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.36956666666666665,1.0,1.0,0.6532616666666666,13.871609188209696,0.9305260214799134,0.95,0.771957,2
Tiruvannamalai,coconut,Commercial,40,1034.5,74.2,554.35,388.045,166.305,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.36956666666666665,1.0,1.0,0.6532616666666666,3.713572066704308,0.2632022129917772,0.025,0.40195699999999995,0
Salem,cotton,Commercial,40029,967.9,62.4,515.15,360.605,154.545,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7359285714285714,1.0,0.6,0.7747607142857144,10.59738445198662,0.95,0.99,0.8608564285714286,2
Salem,sugarcane,Commercial,364562,967.9,62.4,515.15,360.605,154.545,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.3434333333333333,1.0,1.0,0.6388883333333333,12.806454655001996,0.8251480169359164,0.975,0.773333,2
Salem,coconut,Commercial,1420,967.9,62.4,515.15,360.605,154.545,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.3434333333333333,1.0,1.0,0.6388883333333333,7.259116128097101,0.7067077001892434,0.875,0.733333,2
Namakkal,cotton,Commercial,5714,629.2,66.3,347.75,243.425,104.325,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.4967857142857143,1.0,0.6,0.6432321428571429,8.65084957622891,0.6664604081348128,0.14,0.44193928571428576,1
Namakkal,sugarcane,Commercial,1400119,629.2,66.3,347.75,243.425,104.325,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.23183333333333334,1.0,1.0,0.5775083333333333,14.152068505197942,0.95,0.935,0.720505,2
Namakkal,coconut,Commercial,1112,629.2,66.3,347.75,243.425,104.325,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.23183333333333334,1.0,1.0,0.5775083333333333,7.014814351275545,0.6761484470319472,0.195,0.42450499999999997,1
Dharmapuri,cotton,Commercial,24866,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6987142857142857,1.0,0.6,0.7542928571428572,10.121296902259637,0.895356220365696,1.0,0.8525757142857143,2
Dharmapuri,sugarcane,Commercial,92529,918.4,59.8,489.1,342.36999999999995,146.73,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.32606666666666667,1.0,1.0,0.6293366666666667,11.435288195243077,0.6894956013263999,0.225,0.467602,1
Dharmapuri,coconut,Commercial,610,918.4,59.8,489.1,342.36999999999995,146.73,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.32606666666666667,1.0,1.0,0.6293366666666667,6.415096959171596,0.6011309181110481,0.005,0.379602,1
Krishnagiri,cotton,Commercial,4750,798.6,45.9,422.25,295.575,126.675,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6032142857142857,1.0,0.6,0.7017678571428572,8.46611040118692,0.6377031566688626,0.12,0.4690607142857143,1
Krishnagiri,sugarcane,Commercial,33145,798.6,45.9,422.25,295.575,126.675,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.2815,1.0,1.0,0.604825,10.40867732468349,0.5879308033463777,0.21,0.446895,1
Krishnagiri,coconut,Commercial,1676,798.6,45.9,422.25,295.575,126.675,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.2815,1.0,1.0,0.604825,7.424761761823209,0.7274280032557837,0.83,0.694895,2
Coimbatore,cotton,Commercial,1128,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.25316666666666665,1.0,0.6,0.5092416666666667,7.029087564149662,0.4140103363582774,0.045,0.323545,1
Coimbatore,sugarcane,Commercial,49667,1585.3,118.5,851.9,596.3299999999999,255.57,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.5679333333333333,1.0,1.0,0.7623633333333333,10.813116141536732,0.6279427961149607,0.24,0.553418,1
Coimbatore,coconut,Commercial,14820,1585.3,118.5,851.9,596.3299999999999,255.57,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.5679333333333333,1.0,1.0,0.7623633333333333,9.603800372956917,0.95,0.605,0.6994179999999999,2
Tiruppur,cotton,Commercial,4310,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6194285714285714,1.0,0.6,0.7106857142857143,8.368925174747135,0.6225749089928134,0.145,0.48441142857142855,1
Tiruppur,sugarcane,Commercial,313657,748.8,118.4,433.6,303.52,130.07999999999998,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.2890666666666667,1.0,1.0,0.6089866666666668,12.656058499337028,0.810269005223564,0.97,0.7533920000000001,2
Tiruppur,coconut,Commercial,5153,748.8,118.4,433.6,303.52,130.07999999999998,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.2890666666666667,1.0,1.0,0.6089866666666668,8.54752839121231,0.8678727847488277,0.87,0.713392,2
Erode,cotton,Commercial,2891,629.5,78.5,354.0,247.8,106.2,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.5057142857142857,1.0,0.6,0.6481428571428571,7.969703583278656,0.560430452117944,0.1,0.4288857142857143,1
Erode,sugarcane,Commercial,1626476,629.5,78.5,354.0,247.8,106.2,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.236,1.0,1.0,0.5798000000000001,14.301926884002448,0.95,0.945,0.7258800000000001,2
Erode,coconut,Commercial,1447,629.5,78.5,354.0,247.8,106.2,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.236,1.0,1.0,0.5798000000000001,7.277938572945661,0.7090621646743158,0.74,0.64388,2
Tiruchirapalli,cotton,Commercial,29829,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6684285714285714,1.0,0.6,0.7376357142857143,10.303269877508797,0.923682873919593,0.985,0.8365814285714286,2
Tiruchirapalli,sugarcane,Commercial,150762,796.6,139.2,467.9,327.53,140.36999999999998,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.31193333333333334,1.0,1.0,0.6215633333333334,11.923464346360586,0.7377919067608909,0.975,0.762938,2
Tiruchirapalli,coconut,Commercial,212,796.6,139.2,467.9,327.53,140.36999999999998,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.31193333333333334,1.0,1.0,0.6215633333333334,5.3612921657094255,0.4693124439240796,0.025,0.382938,1
Karur,cotton,Commercial,871,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.5666428571428571,1.0,0.6,0.6816535714285714,6.77078942390898,0.3738025971475753,0.035,0.42299214285714287,0
Karur,sugarcane,Commercial,109465,684.2,109.1,396.65,277.65500000000003,118.995,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.2644333333333333,1.0,1.0,0.5954383333333333,11.603369277739771,0.7061242204824928,0.83,0.689263,2
Karur,coconut,Commercial,598,684.2,109.1,396.65,277.65500000000003,118.995,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.2644333333333333,1.0,1.0,0.5954383333333333,6.395261598115449,0.5986497498286582,0.225,0.44726299999999997,1
Perambalur,cotton,Commercial,48704,1102.4,157.6,630.0,441.0,189.0,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.9,1.0,0.6,0.8650000000000001,10.793536973205056,0.95,0.945,0.897,2
Perambalur,sugarcane,Commercial,256993,1102.4,157.6,630.0,441.0,189.0,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.42,1.0,1.0,0.681,12.456808017301324,0.7905567310447922,0.955,0.7906,2
Perambalur,coconut,Commercial,28,1102.4,157.6,630.0,441.0,189.0,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.42,1.0,1.0,0.681,3.367295829986474,0.2198871650298238,0.025,0.4186,0
Pudukkottai,cotton,Commercial,145,947.6,191.1,569.35,398.545,170.805,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.8133571428571429,1.0,0.6,0.8173464285714286,4.983606621708336,0.0956024522848314,0.045,0.5084078571428571,0
Pudukkottai,sugarcane,Commercial,285922,947.6,191.1,569.35,398.545,170.805,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.37956666666666666,1.0,1.0,0.6587616666666667,12.563477822783648,0.8011098018869849,0.94,0.7712570000000001,2
Pudukkottai,coconut,Commercial,793,947.6,191.1,569.35,398.545,170.805,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.37956666666666666,1.0,1.0,0.6587616666666667,6.677083461247136,0.6339023205334252,0.1,0.435257,1
Thanjavur,cotton,Commercial,5321,968.1,278.6,623.35,436.345,187.005,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.8905000000000001,1.0,0.6,0.8597750000000001,8.579604451537634,0.6553701022156467,0.14,0.5718650000000001,1
Thanjavur,sugarcane,Commercial,470190,968.1,278.6,623.35,436.345,187.005,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.4155666666666667,1.0,1.0,0.6785616666666667,13.060894274113766,0.8503202698842167,0.985,0.801137,2
Thanjavur,coconut,Commercial,5535,968.1,278.6,623.35,436.345,187.005,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.4155666666666667,1.0,1.0,0.6785616666666667,8.619027497297505,0.8768164744419805,0.795,0.7251370000000001,2
Tiruvarur,cotton,Commercial,27003,1303.7,377.4,840.55,588.3849999999999,252.165,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.23424999999999993,1.0,0.6,0.49883749999999993,10.20374028216176,0.9081896922430572,0.89,0.6553025,2
Tiruvarur,sugarcane,Commercial,2590,1303.7,377.4,840.55,588.3849999999999,252.165,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.5603666666666667,1.0,1.0,0.7582016666666667,7.85979918056211,0.3357648647154407,0.09,0.49092099999999994,0
Tiruvarur,coconut,Commercial,682,1303.7,377.4,840.55,588.3849999999999,252.165,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.5603666666666667,1.0,1.0,0.7582016666666667,6.52649485957079,0.6150654734948872,0.04,0.470921,1
Nagapattinam,cotton,Commercial,23024,1430.1,322.7,876.4,613.4799999999999,262.92,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.294,1.0,0.6,0.5317000000000001,10.044335861123509,0.8833761516416154,0.69,0.59502,2
Nagapattinam,sugarcane,Commercial,27726,1430.1,322.7,876.4,613.4799999999999,262.92,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.5842666666666666,1.0,1.0,0.7713466666666666,10.23016194667723,0.5702698971320784,0.2,0.542808,1
Nagapattinam,coconut,Commercial,201,1430.1,322.7,876.4,613.4799999999999,262.92,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.5842666666666666,1.0,1.0,0.7713466666666666,5.308267697401205,0.4626797121787616,0.005,0.46480799999999994,1
Madurai,cotton,Commercial,24134,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7478571428571429,1.0,0.6,0.7813214285714286,10.091418348094594,0.8907052030848848,0.995,0.8667928571428571,2
Madurai,sugarcane,Commercial,123270,915.5,131.5,523.5,366.45,157.04999999999998,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.349,1.0,1.0,0.64195,11.72214046278653,0.7178745065558776,0.975,0.77517,2
Madurai,coconut,Commercial,1657,915.5,131.5,523.5,366.45,157.04999999999998,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.349,1.0,1.0,0.64195,7.41336733569524,0.726002695764545,0.93,0.7571700000000001,2
Theni,cotton,Commercial,13640,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7389285714285714,1.0,0.6,0.7764107142857143,9.52083524249312,0.8018859158585838,0.985,0.8598464285714286,2
Theni,sugarcane,Commercial,328876,921.9,112.6,517.25,362.075,155.17499999999998,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.3448333333333333,1.0,1.0,0.6396583333333334,12.703439099661995,0.8149564688362906,0.98,0.775795,2
Theni,coconut,Commercial,2153,921.9,112.6,517.25,362.075,155.17499999999998,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.3448333333333333,1.0,1.0,0.6396583333333334,7.675081857716334,0.7587400767096913,0.945,0.761795,2
Dindigul,cotton,Commercial,26936,959.4,194.4,576.9,403.83,173.07,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.8241428571428571,1.0,0.6,0.8232785714285714,10.201256085188918,0.9078029920370896,0.965,0.8799671428571428,2
Dindigul,sugarcane,Commercial,190167,959.4,194.4,576.9,403.83,173.07,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.3846,1.0,1.0,0.66153,12.155663170985092,0.7607638305837234,0.96,0.780918,2
Dindigul,coconut,Commercial,2209,959.4,194.4,576.9,403.83,173.07,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.3846,1.0,1.0,0.66153,7.700747794511798,0.7619505808257734,0.765,0.7029179999999999,2
